SubjID x02 x03 x04 x05 x06 x07 x08 x09 x10 x11 x12 x13 x14 x15 x16 x17 x01 Patterns FreqPatterns initial_gik1 initial_gik2 final_gik1 final_gik2
101046 3 2 1 4 3 3 3 1 1 1 1 2 1 1 2 2 1 321 14 0.5 0.5 0.5177 0.4823
101047 3 1 1 3 3 3 3 1 1 2 1 1 1 1 2 1 1 311 103 0.5 0.5 1 0
101048 3 1 1 3 3 4 3 1 1 2 2 1 2 1 1 1 1 311 103 0.5 0.5 1 0
101049 3 1 1 1 1 1 3 1 1 2 1 1 2 2 1 2 1 311 103 0.5 0.5 1 0
101050 3 1 1 1 1 2 2 1 1 1 1 1 2 1 1 2 1 311 103 0.5 0.5 1 0
101051 1 3 2 1 1 3 3 1 1 1 1 1 2 2 1 1 1 132 7 0.5 0.5 0.3333 0.6667
101052 2 1 1 3 3 3 3 1 1 2 4 1 1 1 2 2 1 211 39 0.5 0.5 0.5539 0.4461
101053 2 1 2 3 3 1 2 1 1 2 3 1 1 1 2 1 1 212 56 0.5 0.5 0 1
101054 1 1 1 2 2 4 3 1 1 2 3 1 1 1 2 1 1 111 33 0.5 0.5 1 0
101055 2 1 1 3 3 4 3 1 1 2 1 2 1 1 2 1 1 211 39 0.5 0.5 0.5539 0.4461
101056 3 1 2 3 3 4 2 1 1 2 2 1 1 1 2 1 1 312 78 0.5 0.5 0 1
101057 2 1 3 3 3 4 4 1 1 2 1 1 1 1 2 1 1 213 2 0.5 0.5 0.5539 0.4461
101058 3 1 1 1 1 4 2 1 1 1 1 1 1 1 2 2 1 311 103 0.5 0.5 1 0
101059 3 1 1 4 4 4 4 1 1 1 1 2 1 1 2 2 1 311 103 0.5 0.5 1 0
101060 2 2 1 4 3 4 4 1 1 1 1 2 1 1 2 2 1 221 10 0.5 0.5 0.3333 0.6667
101061 1 1 1 3 3 3 3 1 1 2 2 1 1 1 2 1 1 111 33 0.5 0.5 1 0
101062 3 1 1 3 3 3 3 1 2 2 2 2 1 1 2 1 1 311 103 0.5 0.5 1 0
101063 2 1 2 2 2 3 2 1 1 1 2 1 1 1 2 1 1 212 56 0.5 0.5 0 1
101064 1 1 3 3 1 2 3 1 1 2 1 1 1 3 2 1 1 113 4 0.5 0.5 1 0
101065 1 1 1 3 3 3 3 1 1 2 2 1 1 1 2 1 1 111 33 0.5 0.5 1 0
101066 3 1 2 3 3 2 4 1 1 2 2 1 1 3 2 2 1 312 78 0.5 0.5 0 1
101067 3 1 1 3 3 4 4 1 1 1 2 2 1 1 2 1 1 311 103 0.5 0.5 1 0
101068 2 1 1 3 3 4 3 1 1 2 1 1 1 1 2 1 1 211 39 0.5 0.5 0.5539 0.4461
101069 1 1 2 1 1 4 3 1 1 1 1 1 1 1 2 1 1 112 46 0.5 0.5 0.5539 0.4461
101070 2 1 2 1 1 4 3 1 2 1 2 2 1 1 2 1 1 212 56 0.5 0.5 0 1
101071 3 1 1 3 3 2 4 1 1 2 1 2 1 1 2 1 1 311 103 0.5 0.5 1 0
101072 3 1 1 1 1 4 4 1 1 1 1 1 1 1 2 1 1 311 103 0.5 0.5 1 0
101073 3 1 2 1 1 4 2 1 1 2 1 2 1 1 2 1 1 312 78 0.5 0.5 0 1
101074 1 1 2 1 1 2 2 1 1 1 3 1 1 1 2 2 1 112 46 0.5 0.5 0.5539 0.4461
101075 2 1 2 1 1 4 3 1 1 2 2 1 1 1 2 1 1 212 56 0.5 0.5 0 1
101076 2 1 2 1 1 4 3 1 1 2 2 1 1 1 2 1 1 212 56 0.5 0.5 0 1
101077 2 1 2 1 1 3 4 1 2 2 1 2 1 1 2 1 1 212 56 0.5 0.5 0 1
101078 3 1 2 1 1 2 3 1 1 2 2 1 1 1 2 1 1 312 78 0.5 0.5 0 1
101079 3 1 1 3 3 4 2 1 2 1 2 1 1 1 2 1 1 311 103 0.5 0.5 1 0
101080 2 1 2 1 1 2 2 1 1 1 2 1 1 1 2 1 1 212 56 0.5 0.5 0 1
101081 3 1 1 3 3 4 3 1 1 2 1 1 1 1 2 1 1 311 103 0.5 0.5 1 0
101082 2 1 1 3 3 4 3 1 2 2 3 1 1 1 2 1 1 211 39 0.5 0.5 0.5539 0.4461
101083 2 2 2 4 2 2 4 1 1 1 3 2 1 1 2 2 1 222 13 0.5 0.5 0 1
101084 1 2 3 4 3 3 4 1 1 1 1 2 1 1 2 2 1 123 3 0.5 0.5 0.6667 0.3333
101085 2 2 2 4 3 2 4 1 1 1 2 2 1 1 2 2 1 222 13 0.5 0.5 0 1
101086 1 1 3 3 2 2 2 1 1 2 3 1 1 1 2 1 1 113 4 0.5 0.5 1 0
101087 3 2 2 4 3 1 4 1 1 1 3 1 1 1 2 1 1 322 14 0.5 0.5 0 1
101088 3 1 1 3 3 4 3 1 1 2 3 1 1 1 2 2 1 311 103 0.5 0.5 1 0
101089 3 2 2 4 3 4 3 1 1 2 4 2 1 1 2 1 1 322 14 0.5 0.5 0 1
101090 2 1 1 2 2 4 3 1 1 1 3 1 1 1 2 1 1 211 39 0.5 0.5 0.5539 0.4461
101091 1 1 2 3 3 4 3 1 1 2 3 1 1 1 2 1 1 112 46 0.5 0.5 0.5539 0.4461
101092 3 1 2 3 3 2 3 1 1 2 2 1 1 1 2 2 1 312 78 0.5 0.5 0 1
101093 2 1 1 3 3 1 4 1 2 1 1 2 1 1 2 2 1 211 39 0.5 0.5 0.5539 0.4461
101094 3 1 2 1 1 4 3 1 1 2 1 1 1 1 2 2 1 312 78 0.5 0.5 0 1
101095 3 1 2 3 3 2 3 1 1 2 2 1 1 1 2 2 1 312 78 0.5 0.5 0 1
101096 2 1 2 1 1 3 3 1 1 1 4 1 1 1 2 1 1 212 56 0.5 0.5 0 1
101097 3 1 2 3 3 4 4 1 1 1 1 2 1 1 2 1 1 312 78 0.5 0.5 0 1
101098 3 2 2 4 3 3 4 1 1 2 1 2 1 1 2 2 1 322 14 0.5 0.5 0 1
101099 2 2 2 4 3 4 4 1 1 1 4 1 1 1 2 1 1 222 13 0.5 0.5 0 1
101100 3 1 1 1 1 3 3 1 2 1 3 2 1 1 2 1 1 311 103 0.5 0.5 1 0
101101 3 1 1 1 1 4 2 1 2 2 2 2 1 1 2 1 1 311 103 0.5 0.5 1 0
101102 1 1 2 2 2 4 4 1 1 1 3 2 1 1 2 1 1 112 46 0.5 0.5 0.5539 0.4461
101103 2 1 1 3 3 1 3 1 1 1 3 1 1 1 2 2 1 211 39 0.5 0.5 0.5539 0.4461
101104 3 1 2 1 1 3 3 1 1 2 4 1 1 1 2 2 1 312 78 0.5 0.5 0 1
101105 2 1 1 2 2 4 3 1 1 1 3 1 1 1 2 1 1 211 39 0.5 0.5 0.5539 0.4461
101106 3 1 2 2 2 3 2 1 1 1 1 1 1 1 2 1 1 312 78 0.5 0.5 0 1
101107 3 2 2 4 3 4 4 1 1 1 1 2 1 1 2 1 1 322 14 0.5 0.5 0 1
101108 1 1 1 2 2 4 2 1 1 1 2 2 1 1 2 1 1 111 33 0.5 0.5 1 0
101109 2 2 2 4 3 4 2 1 1 2 1 2 1 1 2 1 1 222 13 0.5 0.5 0 1
101110 2 1 2 1 1 3 2 1 2 2 2 1 1 1 2 1 1 212 56 0.5 0.5 0 1
101111 2 3 1 4 3 4 4 1 1 2 2 2 1 2 2 1 1 231 1 0.5 0.5 0.3333 0.6667
101112 2 3 2 1 1 3 2 1 2 2 1 1 1 2 2 2 1 232 7 0.5 0.5 0 1
102001 3 1 1 1 1 4 2 1 1 2 1 1 2 2 1 1 2 311 103 0.5 0.5 1 0
102002 3 3 2 1 1 1 2 1 1 2 1 1 2 2 1 2 2 332 11 0.5 0.5 0 1
102003 3 1 1 1 1 4 3 1 1 1 2 1 1 1 2 1 2 311 103 0.5 0.5 1 0
102004 3 1 1 3 3 2 2 1 1 2 1 1 1 1 2 2 2 311 103 0.5 0.5 1 0
102005 2 1 2 2 2 3 3 1 1 1 2 1 1 1 2 1 2 212 56 0.5 0.5 0 1
102006 2 1 2 1 1 2 1 1 1 2 2 1 1 1 2 2 2 212 56 0.5 0.5 0 1
102007 2 1 2 1 1 3 2 1 1 1 2 1 1 1 2 1 2 212 56 0.5 0.5 0 1
102008 2 1 2 1 1 1 1 1 1 2 2 1 1 1 2 1 2 212 56 0.5 0.5 0 1
102009 2 1 2 1 1 2 2 1 2 2 2 2 1 1 2 1 2 212 56 0.5 0.5 0 1
102010 1 1 2 1 1 1 1 1 1 2 2 1 1 1 2 1 2 112 46 0.5 0.5 0.5539 0.4461
102011 3 1 1 1 1 3 2 1 1 2 2 1 1 1 2 2 2 311 103 0.5 0.5 1 0
102012 3 1 1 2 2 1 3 1 2 1 2 1 1 1 2 1 2 311 103 0.5 0.5 1 0
102013 1 1 1 1 1 1 2 1 1 1 2 1 1 1 2 2 2 111 33 0.5 0.5 1 0
102014 3 1 1 3 3 2 3 1 1 1 1 2 1 1 2 1 2 311 103 0.5 0.5 1 0
102015 3 1 1 2 2 3 3 1 1 2 3 1 1 1 2 1 2 311 103 0.5 0.5 1 0
102016 3 1 1 1 1 2 2 1 2 1 3 1 1 1 2 2 2 311 103 0.5 0.5 1 0
102017 2 1 1 1 1 1 2 1 1 1 2 1 1 1 2 2 2 211 39 0.5 0.5 0.5539 0.4461
102018 1 1 1 2 2 1 2 1 1 1 1 1 1 3 2 1 2 111 33 0.5 0.5 1 0
102019 1 1 2 1 1 2 2 1 1 2 1 1 1 1 2 1 2 112 46 0.5 0.5 0.5539 0.4461
102020 3 1 1 1 1 2 3 1 1 1 3 1 1 1 2 1 2 311 103 0.5 0.5 1 0
102021 1 1 1 1 1 2 2 1 1 1 3 1 1 1 2 2 2 111 33 0.5 0.5 1 0
102022 3 1 2 3 3 4 2 1 1 1 1 1 1 1 2 1 2 312 78 0.5 0.5 0 1
102023 2 1 1 1 1 3 3 1 1 2 2 1 1 1 2 2 2 211 39 0.5 0.5 0.5539 0.4461
102024 2 1 1 1 1 4 2 1 1 2 2 1 1 2 2 2 2 211 39 0.5 0.5 0.5539 0.4461
102025 2 1 1 1 1 1 2 1 1 1 2 2 1 2 2 1 2 211 39 0.5 0.5 0.5539 0.4461
102026 3 1 2 1 1 4 3 1 1 1 1 1 1 1 2 1 2 312 78 0.5 0.5 0 1
102027 2 1 2 1 1 2 2 1 1 1 1 1 1 1 2 1 2 212 56 0.5 0.5 0 1
102028 1 1 1 1 1 3 2 1 1 1 3 1 1 1 2 2 2 111 33 0.5 0.5 1 0
102029 2 3 2 1 1 1 1 1 1 1 1 1 2 2 1 2 2 232 7 0.5 0.5 0 1
102030 1 3 2 1 1 2 2 1 1 1 1 1 2 2 1 2 2 132 7 0.5 0.5 0.3333 0.6667
102031 3 3 2 1 1 3 2 1 1 1 1 1 2 2 1 1 2 332 11 0.5 0.5 0 1
102032 2 3 2 1 1 3 2 1 1 1 1 1 2 2 1 2 2 232 7 0.5 0.5 0 1
102033 3 3 2 1 1 1 1 1 1 2 1 1 2 2 1 2 2 332 11 0.5 0.5 0 1
102034 3 3 2 1 1 2 2 1 1 2 1 1 2 2 1 1 2 332 11 0.5 0.5 0 1
102035 1 3 2 3 3 1 2 1 1 1 1 1 2 2 1 1 2 132 7 0.5 0.5 0.3333 0.6667
102036 3 3 2 1 1 1 3 1 2 1 1 1 2 2 1 2 2 332 11 0.5 0.5 0 1
102037 3 1 1 1 1 4 2 1 2 1 4 1 1 1 2 1 2 311 103 0.5 0.5 1 0
102038 3 1 1 3 3 2 2 1 1 1 4 1 1 1 2 1 2 311 103 0.5 0.5 1 0
102039 3 1 2 2 2 1 3 1 1 2 3 2 1 1 2 2 2 312 78 0.5 0.5 0 1
102040 1 1 1 2 2 4 5 1 1 2 4 1 1 1 2 2 2 111 33 0.5 0.5 1 0
102041 3 1 2 1 1 3 2 1 1 2 3 1 1 1 2 1 2 312 78 0.5 0.5 0 1
102042 1 2 1 4 2 4 2 1 1 1 4 1 1 1 2 1 2 121 5 0.5 0.5 0.6667 0.3333
102043 2 1 2 1 1 4 3 1 1 1 4 1 1 1 2 1 2 212 56 0.5 0.5 0 1
102044 3 1 2 3 3 4 3 1 1 1 3 1 1 1 2 1 2 312 78 0.5 0.5 0 1
102045 3 1 2 2 2 4 2 1 1 1 2 1 1 1 2 1 2 312 78 0.5 0.5 0 1
102046 1 1 1 2 2 1 3 1 1 2 2 1 1 2 2 1 2 111 33 0.5 0.5 1 0
102047 1 1 2 1 1 1 3 1 1 2 2 1 1 1 2 1 2 112 46 0.5 0.5 0.5539 0.4461
102048 2 1 2 1 1 3 2 1 1 2 3 1 1 1 2 1 2 212 56 0.5 0.5 0 1
102049 3 1 2 1 1 3 2 1 1 1 3 1 1 1 2 1 2 312 78 0.5 0.5 0 1
102050 3 1 2 1 1 4 5 1 1 1 1 1 1 2 2 2 2 312 78 0.5 0.5 0 1
102051 1 1 2 1 1 1 1 1 1 2 1 1 2 1 1 1 2 112 46 0.5 0.5 0.5539 0.4461
102052 1 2 1 4 4 4 4 1 1 1 1 2 1 1 2 1 2 121 5 0.5 0.5 0.6667 0.3333
102053 3 1 1 3 3 2 4 1 1 1 1 2 1 1 2 2 2 311 103 0.5 0.5 1 0
102054 3 1 2 3 3 2 4 1 1 1 1 2 1 1 2 1 2 312 78 0.5 0.5 0 1
102055 2 1 1 3 3 4 3 1 1 1 1 2 1 1 2 1 2 211 39 0.5 0.5 0.5539 0.4461
102056 1 2 2 4 3 1 4 1 1 2 1 2 1 1 2 2 2 122 3 0.5 0.5 0.3333 0.6667
102057 3 2 1 4 4 4 4 1 1 2 1 2 1 1 2 1 2 321 14 0.5 0.5 0.5177 0.4823
102058 2 2 2 4 4 1 4 1 1 2 3 2 1 1 2 1 2 222 13 0.5 0.5 0 1
102059 3 2 1 4 3 1 3 1 1 1 1 2 1 1 2 2 2 321 14 0.5 0.5 0.5177 0.4823
102060 3 1 2 3 3 1 4 1 1 1 1 2 1 1 2 1 2 312 78 0.5 0.5 0 1
102061 3 1 1 3 3 4 3 1 1 2 2 1 1 1 2 2 2 311 103 0.5 0.5 1 0
102062 3 1 2 3 3 4 2 1 1 2 1 2 1 1 2 2 2 312 78 0.5 0.5 0 1
102063 3 2 2 4 3 3 3 1 1 2 1 2 1 1 2 1 2 322 14 0.5 0.5 0 1
102064 2 1 2 3 3 3 2 1 1 1 2 1 1 1 2 1 2 212 56 0.5 0.5 0 1
102065 1 1 3 3 3 2 3 1 1 1 1 2 1 1 2 1 2 113 4 0.5 0.5 1 0
102066 2 2 1 4 4 3 3 1 1 2 1 2 1 1 2 1 2 221 10 0.5 0.5 0.3333 0.6667
102067 3 1 2 3 3 4 4 1 1 1 2 2 1 1 2 1 2 312 78 0.5 0.5 0 1
102068 1 1 1 2 2 1 3 1 1 1 2 2 1 1 2 1 2 111 33 0.5 0.5 1 0
102069 3 1 2 2 2 1 3 1 1 2 1 2 1 1 2 2 2 312 78 0.5 0.5 0 1
102070 3 1 1 1 1 3 2 1 1 2 1 2 1 1 2 1 2 311 103 0.5 0.5 1 0
102071 1 1 1 1 1 2 3 1 1 1 2 2 1 1 2 2 2 111 33 0.5 0.5 1 0
102072 3 1 1 3 3 2 4 1 1 1 1 2 1 1 2 2 2 311 103 0.5 0.5 1 0
102073 3 2 2 4 2 3 3 1 1 1 1 2 1 1 2 1 2 322 14 0.5 0.5 0 1
102074 3 1 1 1 1 3 2 1 1 1 3 2 1 1 2 2 2 311 103 0.5 0.5 1 0
102075 3 2 2 4 3 4 3 1 1 2 2 2 1 1 2 1 2 322 14 0.5 0.5 0 1
102076 3 1 1 1 1 2 3 1 1 1 2 2 1 1 2 1 2 311 103 0.5 0.5 1 0
102077 3 1 1 1 1 3 2 1 1 1 2 2 1 1 2 2 2 311 103 0.5 0.5 1 0
102078 2 1 1 3 3 1 3 1 1 2 1 2 1 1 2 1 2 211 39 0.5 0.5 0.5539 0.4461
102079 2 2 2 4 3 4 3 1 1 1 1 2 1 1 2 1 2 222 13 0.5 0.5 0 1
102080 3 2 2 4 3 2 2 2 1 2 3 2 1 1 2 1 2 322 14 0.5 0.5 0 1
102081 2 2 1 4 3 1 2 2 1 2 2 2 1 1 2 1 2 221 10 0.5 0.5 0.3333 0.6667
102082 2 1 2 3 3 3 3 1 1 1 1 2 1 1 2 1 2 212 56 0.5 0.5 0 1
102083 2 1 2 3 3 2 3 1 1 1 1 2 1 1 2 1 2 212 56 0.5 0.5 0 1
102084 3 1 1 2 2 3 2 1 1 1 2 2 1 1 2 2 2 311 103 0.5 0.5 1 0
102085 3 1 1 1 1 3 2 1 1 2 3 2 1 1 2 2 2 311 103 0.5 0.5 1 0
102086 3 1 1 1 1 3 3 1 1 1 2 2 1 1 2 1 2 311 103 0.5 0.5 1 0
102087 3 2 1 4 3 1 3 1 1 2 1 2 1 1 2 1 2 321 14 0.5 0.5 0.5177 0.4823
102088 2 1 1 1 1 1 3 1 2 2 1 2 1 1 2 1 2 211 39 0.5 0.5 0.5539 0.4461
102089 3 1 1 3 3 3 3 1 1 2 1 2 1 1 2 1 2 311 103 0.5 0.5 1 0
102090 2 1 2 1 1 4 3 1 1 2 2 2 1 2 2 2 2 212 56 0.5 0.5 0 1
102091 3 1 2 3 3 4 3 1 1 2 1 2 1 1 2 2 2 312 78 0.5 0.5 0 1
102092 3 1 2 3 3 1 3 1 1 2 3 2 1 2 2 1 2 312 78 0.5 0.5 0 1
102093 3 1 2 1 1 4 3 1 1 1 4 2 1 1 2 2 2 312 78 0.5 0.5 0 1
102094 3 1 1 1 1 1 2 1 1 1 4 2 1 1 2 2 2 311 103 0.5 0.5 1 0
102095 3 1 1 1 1 3 2 1 1 1 2 2 1 1 2 1 2 311 103 0.5 0.5 1 0
102096 2 1 1 3 3 3 2 1 1 1 2 1 1 1 2 1 2 211 39 0.5 0.5 0.5539 0.4461
102097 3 1 3 3 3 1 4 1 1 1 1 2 1 1 2 1 2 313 3 0.5 0.5 1 0
102098 3 1 1 1 1 2 2 1 1 2 3 1 1 1 2 2 2 311 103 0.5 0.5 1 0
102099 3 1 1 3 3 4 2 1 1 2 2 1 1 1 2 2 2 311 103 0.5 0.5 1 0
102100 1 2 1 4 2 2 3 1 1 1 2 1 1 1 2 1 2 121 5 0.5 0.5 0.6667 0.3333
102101 2 1 1 3 3 4 3 1 1 2 2 1 1 1 2 1 2 211 39 0.5 0.5 0.5539 0.4461
102102 1 1 2 1 1 4 2 1 1 2 2 1 1 1 2 1 2 112 46 0.5 0.5 0.5539 0.4461
102103 3 1 1 1 1 2 2 1 1 2 2 1 1 1 2 2 2 311 103 0.5 0.5 1 0
102104 3 1 1 1 1 3 2 1 1 1 2 1 1 1 2 2 2 311 103 0.5 0.5 1 0
102105 2 1 1 1 1 2 2 1 1 2 2 1 1 1 2 1 2 211 39 0.5 0.5 0.5539 0.4461
102106 1 1 1 1 1 2 2 1 1 2 2 1 1 1 2 1 2 111 33 0.5 0.5 1 0
102107 3 1 2 4 4 3 4 1 1 1 2 1 1 1 2 1 2 312 78 0.5 0.5 0 1
102108 2 1 2 1 1 2 1 1 1 2 4 1 1 1 2 2 2 212 56 0.5 0.5 0 1
102109 3 1 1 1 1 2 3 1 2 1 4 1 1 1 2 2 2 311 103 0.5 0.5 1 0
102110 1 1 2 1 1 2 2 1 2 2 4 1 1 1 2 2 2 112 46 0.5 0.5 0.5539 0.4461
102111 3 1 1 3 3 3 3 1 2 1 1 2 1 1 2 1 2 311 103 0.5 0.5 1 0
102112 3 1 1 1 1 2 2 1 2 1 3 1 1 1 2 2 2 311 103 0.5 0.5 1 0
102113 3 1 1 3 3 3 4 1 1 2 3 1 1 1 2 1 2 311 103 0.5 0.5 1 0
102114 1 1 1 1 1 3 2 1 1 2 3 1 1 1 2 1 2 111 33 0.5 0.5 1 0
102115 3 1 1 1 1 2 3 1 2 2 4 1 1 2 2 1 2 311 103 0.5 0.5 1 0
102116 2 1 1 1 1 1 2 1 1 1 4 1 1 1 2 1 2 211 39 0.5 0.5 0.5539 0.4461
102117 3 1 1 1 1 3 3 1 1 1 3 1 1 1 2 1 2 311 103 0.5 0.5 1 0
102118 3 1 1 1 1 2 2 1 1 1 4 1 1 1 2 2 2 311 103 0.5 0.5 1 0
102119 1 1 1 2 2 2 2 1 1 1 4 1 1 1 2 1 2 111 33 0.5 0.5 1 0
102120 2 1 1 1 1 3 2 1 1 2 3 1 1 1 2 1 2 211 39 0.5 0.5 0.5539 0.4461
102121 1 1 2 3 3 2 3 1 1 2 4 1 1 1 2 1 2 112 46 0.5 0.5 0.5539 0.4461
102122 3 1 1 3 3 3 3 1 1 1 4 1 1 1 2 2 2 311 103 0.5 0.5 1 0
102123 2 1 2 1 1 1 3 1 2 2 4 1 1 1 2 1 2 212 56 0.5 0.5 0 1
102124 3 1 2 1 1 1 3 1 1 2 2 1 2 1 1 1 2 312 78 0.5 0.5 0 1
102125 2 1 2 2 2 1 3 1 1 1 1 1 2 1 1 1 2 212 56 0.5 0.5 0 1
102126 3 1 2 1 1 2 2 1 1 2 2 1 2 1 1 1 2 312 78 0.5 0.5 0 1
102127 3 2 1 4 3 2 3 1 1 2 1 1 1 1 2 2 2 321 14 0.5 0.5 0.5177 0.4823
102128 3 1 1 1 1 1 2 1 1 2 1 1 1 1 2 1 2 311 103 0.5 0.5 1 0
102129 2 1 1 1 1 2 1 1 1 2 1 1 1 1 2 1 2 211 39 0.5 0.5 0.5539 0.4461
102130 3 1 1 1 1 4 2 1 1 1 1 1 1 1 2 2 2 311 103 0.5 0.5 1 0
102131 3 1 1 2 2 1 1 1 1 2 1 1 1 1 2 2 2 311 103 0.5 0.5 1 0
102132 3 1 1 1 1 2 3 1 1 1 2 1 1 1 2 2 2 311 103 0.5 0.5 1 0
102133 2 1 1 3 3 1 2 1 1 2 2 1 1 1 2 2 2 211 39 0.5 0.5 0.5539 0.4461
102134 3 1 1 1 1 1 2 1 1 1 2 1 1 1 2 2 2 311 103 0.5 0.5 1 0
102135 3 1 1 3 3 4 2 1 1 1 1 1 1 1 2 2 2 311 103 0.5 0.5 1 0
102136 3 1 1 1 1 4 3 1 2 1 1 1 2 2 1 1 2 311 103 0.5 0.5 1 0
102137 2 2 1 4 3 3 3 1 1 1 2 1 1 1 2 1 2 221 10 0.5 0.5 0.3333 0.6667
102138 2 1 3 3 3 1 4 1 1 1 2 1 1 1 2 1 2 213 2 0.5 0.5 0.5539 0.4461
102139 3 1 1 1 1 3 3 1 1 2 1 1 1 1 2 2 2 311 103 0.5 0.5 1 0
102140 3 1 2 2 2 3 2 2 2 1 1 1 2 1 1 1 2 312 78 0.5 0.5 0 1
102141 3 1 1 3 3 3 3 1 1 2 1 1 1 1 2 2 2 311 103 0.5 0.5 1 0
