SubjID Var1 Var2 Var3 Patterns FreqPatterns initial_gik1 initial_gik2 initial_gik3 final_gik1 final_gik2 final_gik3
ID343 2 1 2 212 34 0.3333 0.3333 0.3333 0 0 1
ID344 3 2 2 322 41 0.3333 0.3333 0.3333 0 0.5147 0.4853
ID345 2 1 4 214 46 0.3333 0.3333 0.3333 0 0 1
ID346 1 1 4 114 45 0.3333 0.3333 0.3333 0.4949 0.5051 0
ID347 2 1 4 214 46 0.3333 0.3333 0.3333 0 0 1
ID348 3 2 4 324 54 0.3333 0.3333 0.3333 0 1 0
ID349 2 1 1 211 52 0.3333 0.3333 0.3333 0 0.4869 0.5131
ID35 3 1 3 313 40 0.3333 0.3333 0.3333 0.4949 0.5051 0
ID350 3 2 4 324 54 0.3333 0.3333 0.3333 0 1 0
ID351 3 1 4 314 40 0.3333 0.3333 0.3333 0 1 0
ID352 1 1 3 113 40 0.3333 0.3333 0.3333 1 0 0
ID353 2 1 1 211 52 0.3333 0.3333 0.3333 0 0.4869 0.5131
ID354 1 1 3 113 40 0.3333 0.3333 0.3333 1 0 0
ID355 2 1 2 212 34 0.3333 0.3333 0.3333 0 0 1
ID356 2 1 3 213 55 0.3333 0.3333 0.3333 0.4819 0 0.5181
ID357 2 1 3 213 55 0.3333 0.3333 0.3333 0.4819 0 0.5181
ID358 2 2 3 223 44 0.3333 0.3333 0.3333 0.5196 0 0.4804
ID359 1 2 1 121 50 0.3333 0.3333 0.3333 0.5049 0.4951 0
ID36 2 1 1 211 52 0.3333 0.3333 0.3333 0 0.4869 0.5131
ID360 2 1 4 214 46 0.3333 0.3333 0.3333 0 0 1
ID361 1 2 1 121 50 0.3333 0.3333 0.3333 0.5049 0.4951 0
ID362 2 1 4 214 46 0.3333 0.3333 0.3333 0 0 1
ID363 1 1 1 111 47 0.3333 0.3333 0.3333 0.4949 0.5051 0
ID364 3 1 4 314 40 0.3333 0.3333 0.3333 0 1 0
ID365 2 1 1 211 52 0.3333 0.3333 0.3333 0 0.4869 0.5131
ID366 1 2 2 122 40 0.3333 0.3333 0.3333 0.5196 0 0.4804
ID367 3 2 2 322 41 0.3333 0.3333 0.3333 0 0.5147 0.4853
ID368 2 2 1 221 26 0.3333 0.3333 0.3333 0 0.5147 0.4853
ID369 3 1 4 314 40 0.3333 0.3333 0.3333 0 1 0
ID37 1 1 2 112 34 0.3333 0.3333 0.3333 0.4819 0 0.5181
ID370 2 1 1 211 52 0.3333 0.3333 0.3333 0 0.4869 0.5131
ID371 3 2 4 324 54 0.3333 0.3333 0.3333 0 1 0
ID372 3 1 2 312 41 0.3333 0.3333 0.3333 0 0.4869 0.5131
ID373 1 1 1 111 47 0.3333 0.3333 0.3333 0.4949 0.5051 0
ID374 2 1 3 213 55 0.3333 0.3333 0.3333 0.4819 0 0.5181
ID375 3 1 2 312 41 0.3333 0.3333 0.3333 0 0.4869 0.5131
ID376 1 2 1 121 50 0.3333 0.3333 0.3333 0.5049 0.4951 0
ID377 1 1 1 111 47 0.3333 0.3333 0.3333 0.4949 0.5051 0
ID378 3 2 2 322 41 0.3333 0.3333 0.3333 0 0.5147 0.4853
ID379 2 2 1 221 26 0.3333 0.3333 0.3333 0 0.5147 0.4853
ID38 3 2 1 321 41 0.3333 0.3333 0.3333 0 1 0
ID380 3 2 3 323 47 0.3333 0.3333 0.3333 0.5049 0.4951 0
ID381 2 2 3 223 44 0.3333 0.3333 0.3333 0.5196 0 0.4804
ID382 2 2 4 224 44 0.3333 0.3333 0.3333 0 0 1
ID383 2 1 4 214 46 0.3333 0.3333 0.3333 0 0 1
ID384 1 2 1 121 50 0.3333 0.3333 0.3333 0.5049 0.4951 0
ID385 2 1 3 213 55 0.3333 0.3333 0.3333 0.4819 0 0.5181
ID386 1 1 4 114 45 0.3333 0.3333 0.3333 0.4949 0.5051 0
ID387 1 2 4 124 26 0.3333 0.3333 0.3333 0.5049 0.4951 0
ID388 1 1 1 111 47 0.3333 0.3333 0.3333 0.4949 0.5051 0
ID389 2 2 3 223 44 0.3333 0.3333 0.3333 0.5196 0 0.4804
ID39 1 2 4 124 26 0.3333 0.3333 0.3333 0.5049 0.4951 0
ID390 2 1 3 213 55 0.3333 0.3333 0.3333 0.4819 0 0.5181
ID391 3 1 2 312 41 0.3333 0.3333 0.3333 0 0.4869 0.5131
ID392 3 1 2 312 41 0.3333 0.3333 0.3333 0 0.4869 0.5131
ID393 1 1 2 112 34 0.3333 0.3333 0.3333 0.4819 0 0.5181
ID394 2 2 4 224 44 0.3333 0.3333 0.3333 0 0 1
ID395 2 2 4 224 44 0.3333 0.3333 0.3333 0 0 1
ID396 3 2 3 323 47 0.3333 0.3333 0.3333 0.5049 0.4951 0
ID397 3 2 3 323 47 0.3333 0.3333 0.3333 0.5049 0.4951 0
ID398 3 2 3 323 47 0.3333 0.3333 0.3333 0.5049 0.4951 0
ID399 3 2 1 321 41 0.3333 0.3333 0.3333 0 1 0
ID4 2 2 3 223 44 0.3333 0.3333 0.3333 0.5196 0 0.4804
ID40 1 1 1 111 47 0.3333 0.3333 0.3333 0.4949 0.5051 0
ID400 2 1 3 213 55 0.3333 0.3333 0.3333 0.4819 0 0.5181
ID401 1 2 2 122 40 0.3333 0.3333 0.3333 0.5196 0 0.4804
ID402 1 1 1 111 47 0.3333 0.3333 0.3333 0.4949 0.5051 0
ID403 3 2 4 324 54 0.3333 0.3333 0.3333 0 1 0
ID404 1 2 3 123 44 0.3333 0.3333 0.3333 1 0 0
ID405 2 1 4 214 46 0.3333 0.3333 0.3333 0 0 1
ID406 2 2 4 224 44 0.3333 0.3333 0.3333 0 0 1
ID407 3 1 1 311 39 0.3333 0.3333 0.3333 0 1 0
ID408 2 1 4 214 46 0.3333 0.3333 0.3333 0 0 1
ID409 1 2 3 123 44 0.3333 0.3333 0.3333 1 0 0
ID41 2 1 4 214 46 0.3333 0.3333 0.3333 0 0 1
ID410 3 2 3 323 47 0.3333 0.3333 0.3333 0.5049 0.4951 0
ID411 1 1 1 111 47 0.3333 0.3333 0.3333 0.4949 0.5051 0
ID412 1 1 1 111 47 0.3333 0.3333 0.3333 0.4949 0.5051 0
ID413 3 2 4 324 54 0.3333 0.3333 0.3333 0 1 0
ID414 2 1 1 211 52 0.3333 0.3333 0.3333 0 0.4869 0.5131
ID415 1 2 4 124 26 0.3333 0.3333 0.3333 0.5049 0.4951 0
ID416 1 2 1 121 50 0.3333 0.3333 0.3333 0.5049 0.4951 0
ID417 2 1 3 213 55 0.3333 0.3333 0.3333 0.4819 0 0.5181
ID418 2 2 4 224 44 0.3333 0.3333 0.3333 0 0 1
ID419 2 1 2 212 34 0.3333 0.3333 0.3333 0 0 1
ID42 3 1 2 312 41 0.3333 0.3333 0.3333 0 0.4869 0.5131
ID420 2 1 1 211 52 0.3333 0.3333 0.3333 0 0.4869 0.5131
